image_path,label
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2791.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2792.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2793.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2794.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2795.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2796.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2797.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2798.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2799.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_28.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_280.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2800.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2801.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2802.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2803.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2804.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2805.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2806.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2807.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2808.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2809.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_281.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2810.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2811.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2812.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2813.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2814.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2815.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2816.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2817.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2818.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2819.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_282.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2820.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2821.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2822.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2823.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2824.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2825.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2826.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2827.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2828.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2829.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_283.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2830.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2831.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2832.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2833.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2834.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2835.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2836.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2837.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2838.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2839.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_284.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2840.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2841.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2842.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2843.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2844.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2845.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2846.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2847.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2848.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2849.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_285.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2850.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2851.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2852.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2853.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2854.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2855.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2856.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2857.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2858.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2859.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_286.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2860.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2861.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2862.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2863.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2864.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2865.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2866.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2867.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2868.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2869.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_287.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2870.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2871.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2872.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2873.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2874.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2875.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2876.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2877.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2878.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2879.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_288.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2880.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2881.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2882.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2883.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2884.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2885.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2886.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2887.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2888.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2889.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_289.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2890.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2891.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2892.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2893.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2894.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2895.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2896.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2897.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2898.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2899.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_29.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_290.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2900.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2901.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2902.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2903.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2904.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2905.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2906.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2907.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2908.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2909.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_291.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2910.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2911.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2912.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2913.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2914.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2915.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2916.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2917.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2918.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2919.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_292.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2920.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2921.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2922.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2923.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2924.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2925.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2926.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2927.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2928.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2929.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_293.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2930.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2931.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2932.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2933.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2934.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2935.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2936.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2937.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2938.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2939.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_294.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2940.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2941.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2942.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2943.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2944.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2945.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2946.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2947.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2948.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2949.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_295.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2950.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2951.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2952.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2953.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2954.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2955.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2956.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2957.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2958.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2959.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_296.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2960.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2961.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2962.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2963.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2964.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2965.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2966.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2967.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2968.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2969.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_297.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2970.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2971.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2972.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2973.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2974.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2975.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2976.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2977.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2978.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2979.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_298.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2980.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2981.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2982.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2983.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2984.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2985.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2986.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2987.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2988.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2989.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_299.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2990.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2991.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2992.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2993.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2994.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2995.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2996.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2997.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2998.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_2999.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_30.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_300.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3000.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3001.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3002.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3003.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3004.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3005.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3006.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3007.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3008.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3009.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_301.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3010.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3011.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3012.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3013.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3014.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3015.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3016.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3017.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\train\algae_bloom_3018.png,1
